(title "Y Velocity")
(labels "Position" "Y Velocity")

((xy/key/label "line-mid")
-15	0
-15	0
-14.7083	1.11827e-05
-14.4167	-6.35509e-06
-14.125	-5.86798e-05
-13.8333	-0.000148006
-13.5417	-0.000265438
-13.25	-0.00040342
-12.9583	-0.000554891
-12.6667	-0.000712168
-12.375	-0.000865826
-12.0833	-0.00100538
-12.0833	-0.00100538
-11.7917	-0.0011218
-11.5	-0.00120997
-11.2083	-0.00126939
-11.1111	-0.00128011
-10.9167	-0.00130154
-10.625	-0.00130984
-10.3333	-0.00129478
-10.0417	-0.00125129
-9.75	-0.0011835
-9.45833	-0.00110591
-9.16667	-0.00103216
-8.875	-0.000974613
-8.58333	-0.000940895
-8.29167	-0.000935776
-8	-0.000965658
-7.70833	-0.00103462
-7.41667	-0.00114809
-7.125	-0.00130872
-6.83333	-0.00151629
-6.54167	-0.0017721
-6.25	-0.00207274
-5.95833	-0.00241209
-5.66667	-0.00278169
-5.375	-0.00317874
-5.08333	-0.00358734
-4.79167	-0.00404005
-4.5	-0.00455572
-4.5	-0.00455572
-4.28718	-0.00479487
-4.09304	-0.00512985
-4.08577	-0.00515053
-4.07718	-0.00517905
-3.89034	-0.00554841
-3.73841	-0.00582841
-3.70811	-0.0059268
-3.67374	-0.00601671
-3.53253	-0.00620946
-3.39716	-0.00646186
-3.3668	-0.0065639
-3.33667	-0.00667033
-3.20605	-0.00690255
-3.07436	-0.00717584
-3.05369	-0.00725321
-3.03309	-0.00734663
-2.90606	-0.00763488
-2.78046	-0.00793612
-2.76716	-0.00799523
-2.75395	-0.0080588
-2.63312	-0.00834973
-2.51382	-0.0087844
-2.50737	-0.008824
-2.50107	-0.00886755
-2.38506	-0.00920341
-2.28582	-0.00934559
-2.2693	-0.00933296
-2.25089	-0.00935749
-2.1584	-0.0098584
-2.05769	-0.0102667
-2.05504	-0.0102676
-2.05275	-0.0102672
-1.95568	-0.0107007
-1.88273	-0.0109605
-1.86402	-0.0111123
-1.84183	-0.011275
-1.77717	-0.0114918
-1.72063	-0.0116389
-1.69635	-0.0118137
-1.67338	-0.012018
-1.61983	-0.0121661
-1.56238	-0.0123538
-1.54858	-0.012471
-1.53653	-0.0125978
-1.48049	-0.0127895
-1.41955	-0.0130691
-1.41732	-0.0130603
-1.41427	-0.0130592
-1.35683	-0.0133007
-1.31731	-0.0135784
-1.30065	-0.0135751
-1.27702	-0.0135599
-1.24781	-0.0137085
-1.22747	-0.0139339
-1.19807	-0.0139321
-1.16092	-0.0140453
-1.15134	-0.0141409
-1.14295	-0.0142318
-1.10649	-0.0143428
-1.06691	-0.0144916
-1.06387	-0.0145277
-1.06113	-0.0145591
-1.02279	-0.0146894
-0.983406	-0.0147403
-0.983406	-0.0147403
-0.913987	-0.015037
-0.846589	-0.0151441
-0.781154	-0.0152064
-0.717626	-0.0152095
-0.655947	-0.0151426
-0.596065	-0.0150028
-0.537927	-0.0147837
-0.481483	-0.0144856
-0.426682	-0.0141178
-0.373478	-0.0136956
-0.321823	-0.0132407
-0.271673	-0.0127781
-0.222984	-0.0123363
-0.175712	-0.0119269
-0.129818	-0.0115812
-0.08526	-0.0112396
-0.042	-0.0106745
0	0
1	0
1.042	-0.331564
1.08526	-0.349433
1.12982	-0.358064
1.17571	-0.370812
1.22298	-0.3866
1.27167	-0.405021
1.32182	-0.425539
1.37348	-0.4476
1.42668	-0.470556
1.48148	-0.493693
1.53793	-0.515821
1.59607	-0.535313
1.65595	-0.550052
1.71763	-0.557473
1.78115	-0.554319
1.84659	-0.536533
1.91399	-0.49878
1.98341	-0.42629
1.98341	-0.42629
2.02031	-0.393615
2.05133	-0.354088
2.0575	-0.346258
2.06507	-0.335744
2.09498	-0.294538
2.11946	-0.258687
2.13277	-0.239039
2.14968	-0.21298
2.17092	-0.1809
2.18762	-0.155041
2.20945	-0.120783
2.23871	-0.0741937
2.2483	-0.0592421
2.25535	-0.0481416
2.28749	0.00315006
2.32216	0.0588702
2.32695	0.066664
2.33409	0.0783571
2.36671	0.13109
2.3884	0.166615
2.40668	0.196838
2.43483	0.244146
2.44687	0.264253
2.45471	0.277656
2.48733	0.333717
2.52187	0.394715
2.52788	0.405365
2.53683	0.421682
2.56863	0.479629
2.58996	0.519507
2.60942	0.555996
2.63782	0.610312
2.64991	0.633384
2.65817	0.649112
2.69023	0.710971
2.72162	0.765328
2.72606	0.773049
2.76558	0.837687
2.77379	0.852035
2.79221	0.877761
2.82292	0.919283
2.84101	0.929371
2.8695	0.947609
2.91542	0.950919
2.91543	0.95092
2.91544	0.950917
2.96156	0.935749
2.98716	0.922446
3.00766	0.91154
3.04728	0.888752
3.05388	0.884872
3.05717	0.883102
3.10041	0.85836
3.12677	0.84503
3.14718	0.834114
3.18893	0.814658
3.19441	0.81206
3.19705	0.810973
3.242	0.791511
3.26832	0.781467
3.2898	0.772968
3.32831	0.759904
3.33786	0.75656
3.34335	0.755016
3.38604	0.742317
3.42024	0.733746
3.43446	0.730053
3.45835	0.724957
3.48327	0.719338
3.49752	0.716714
3.53238	0.710035
3.5775	0.703374
3.5818	0.702707
3.58804	0.702047
3.63076	0.697034
3.66118	0.694825
3.67893	0.693402
3.70124	0.693004
3.72606	0.692203
3.7512	0.692912
3.77413	0.6933
3.79132	0.694752
3.82369	0.697176
3.87489	0.703277
3.875	0.703289
3.87507	0.703295
3.92686	0.708229
3.95857	0.709437
3.97991	0.710142
4.01641	0.707794
4.03361	0.706415
4.04367	0.704154
4.08767	0.694055
4.12962	0.676523
4.14243	0.671115
4.16494	0.656701
4.19767	0.635249
4.21635	0.618871
4.25343	0.585912
4.30403	0.530309
4.30987	0.523806
4.32043	0.510126
4.36672	0.449977
4.39238	0.413248
4.42411	0.367176
4.48099	0.278994
4.48208	0.277291
4.48436	0.273524
4.54071	0.18082
4.56365	0.142284
4.59993	0.080972
4.63371	0.0300105
4.65788	-0.00667726
4.69006	-0.0576415
4.73009	-0.127957
4.76159	-0.183551
4.79938	-0.245308
4.83474	-0.300782
4.86548	-0.348738
4.90661	-0.410636
4.92974	-0.444654
4.97742	-0.512112
4.99427	-0.535555
5.04738	-0.606265
5.06012	-0.622381
5.11796	-0.68839
5.12775	-0.698197
5.18987	-0.746854
5.19728	-0.751068
5.26318	-0.769785
5.26816	-0.770244
5.33771	-0.762399
5.33864	-0.762208
5.35199	-0.758285
5.40901	-0.741446
5.4129	-0.740251
5.48086	-0.718564
5.48713	-0.716658
5.55489	-0.697227
5.56084	-0.695617
5.63097	-0.678126
5.63533	-0.677092
5.70917	-0.661262
5.71046	-0.661006
5.7306	-0.65744
5.78603	-0.647503
5.7897	-0.646934
5.86208	-0.636563
5.87276	-0.635291
5.93874	-0.627892
5.95878	-0.626178
6.01611	-0.621739
6.04928	-0.620108
6.0942	-0.618112
6.15264	-0.617468
6.17528	-0.617145
6.1952	-0.617431
6.26267	-0.619017
6.29181	-0.620355
6.35252	-0.624328
6.38206	-0.627113
6.44531	-0.635594
6.47367	-0.640673
6.53714	-0.653955
6.57443	-0.661951
6.62128	-0.671695
6.67134	-0.680815
6.7063	-0.685656
6.76421	-0.690077
6.79256	-0.690427
