(title "Mean Static Pressure vs. Curve Length")
(labels "Curve Length" "Mean Static Pressure")

((xy/key/label "parete")
0	0.0694262
0.0416667	0.245299
0.0833333	0.348782
0.125	0.411737
0.166667	0.454911
0.208333	0.485706
0.25	0.50846
0.291667	0.525243
0.333333	0.537384
0.375	0.545617
0.416667	0.550428
0.458333	0.552022
0.5	0.550428
0.541667	0.545617
0.583333	0.537384
0.625	0.525245
0.666667	0.508466
0.708333	0.485716
0.75	0.454928
0.791667	0.41176
0.833333	0.348815
0.875	0.245348
0.916667	0.0695009
0.958333	-0.465256
1	-0.837294
1.04167	-0.731893
1.08333	-0.717546
1.125	-0.718211
1.16667	-0.719258
1.20833	-0.72013
1.25	-0.721272
1.29167	-0.722278
1.33333	-0.722965
1.375	-0.723089
1.41667	-0.722339
1.45833	-0.72036
1.5	-0.716868
1.54167	-0.711647
1.58333	-0.704529
1.625	-0.695411
1.66667	-0.684321
1.70833	-0.671895
1.75	-0.659418
1.79167	-0.647226
1.83333	-0.635733
1.875	-0.630141
1.91667	-0.631334
1.95833	-0.589405
2	-0.550185
2.04167	-0.544987
2.08333	-0.543169
2.125	-0.542556
2.16667	-0.542292
2.20833	-0.542171
2.25	-0.542116
2.29167	-0.542095
2.33333	-0.54209
2.375	-0.5421
2.41667	-0.542111
2.45833	-0.542115
2.5	-0.542114
2.54167	-0.542106
2.58333	-0.542102
2.625	-0.542114
2.66667	-0.542144
2.70833	-0.542212
2.75	-0.542349
2.79167	-0.542631
2.83333	-0.54326
2.875	-0.545088
2.91667	-0.55028
2.95833	-0.5894
3	-0.631239
3.04167	-0.6301
3.08333	-0.635721
3.125	-0.647219
3.16667	-0.659409
3.20833	-0.671883
3.25	-0.684305
3.29167	-0.695394
3.33333	-0.704518
3.375	-0.711646
3.41667	-0.71688
3.45833	-0.720389
3.5	-0.722385
3.54167	-0.723154
3.58333	-0.723049
3.625	-0.722382
3.66667	-0.721394
3.70834	-0.720268
3.75	-0.719407
3.79167	-0.718366
3.83334	-0.717704
3.875	-0.732065
3.91667	-0.837513
3.95834	-0.465427
)
