0,0.6588693,0.0176123038302773
0.30303,0.6760821,0.0168203302194101
0.60606,0.69990985,0.0161884972349968
0.90909,0.7171764,0.0156800669239643
1.21212,0.73437845,0.0164193224813784
1.51515,0.74812985,0.0172815186348741
1.81818,0.7607882,0.0181148235972642
2.12121,0.77143285,0.0183020036369655
2.42424,0.78082385,0.0180753648767459
2.72727,0.78879355,0.0179164080816301
3.0303,0.79555165,0.0183473985874701
3.33333,0.8011197,0.0189428964392988
3.63636,0.8059061,0.0191223173357729
3.93939,0.81005885,0.0189662369759396
4.24242,0.81357115,0.0185735910643984
4.54545,0.81666065,0.0184105026283233
4.84848,0.81947545,0.0188168125714081
5.15152,0.8220964,0.0196068762106563
5.45455,0.82453645,0.0204304246663524
5.75758,0.8268612,0.0210842532986113
6.06061,0.82906915,0.0215722831065119
6.36364,0.8310139,0.0219401111799827
6.66667,0.8328932,0.0219538756569313
6.9697,0.8349865,0.0219444832737069
7.27273,0.83726045,0.0221786328354004
7.57576,0.8396579,0.0226228397087987
7.87879,0.84236535,0.0234383504544902
8.18182,0.84547825,0.0242490274173522
8.48485,0.84895745,0.0242847104583831
8.78788,0.85265825,0.0230912127049988
9.09091,0.85641465,0.0209174244023374
9.39394,0.8599314,0.0190756677534497
9.69697,0.8628024,0.0187132753584187
10,0.8651662,0.0188985666324195
10.303,0.86731625,0.0191219263775254
10.6061,0.8691352,0.0191639074110683
10.9091,0.8705832,0.0188972150636013
11.2121,0.87176715,0.0188452805903096
11.5152,0.87284175,0.0196888653504335
11.8182,0.87388195,0.0212358474106286
12.1212,0.87482775,0.0228954687850566
12.4242,0.87577595,0.0241410017407625
12.7273,0.876692,0.025108919570543
13.0303,0.8773024,0.0263810027792728
13.3333,0.87788225,0.0271299546587808
13.6364,0.87877855,0.0272837103955364
13.9394,0.87977505,0.0271463716184594
14.2424,0.88084075,0.0267006416718306
14.5455,0.8820953,0.0262387502105188
14.8485,0.8836891,0.026223624920861
15.1515,0.88573405,0.026738630736212
15.4545,0.88801005,0.0272798286641888
